timestamp,frequency
1970-01-01 00:00:10,98649.824
1970-01-01 00:00:11,105696.24
1970-01-01 00:00:12,102173.032
1970-01-01 00:00:13,102173.032
1970-01-01 00:00:14,102173.032
1970-01-01 00:00:15,102173.032
1970-01-01 00:00:16,98649.824
1970-01-01 00:00:17,105696.24
1970-01-01 00:00:18,102173.032
1970-01-01 00:00:19,102173.032
1970-01-01 00:00:20,102173.032
1970-01-01 00:00:21,102173.032
1970-01-01 00:00:22,102173.032
1970-01-01 00:00:23,102173.032
1970-01-01 00:00:24,102173.032
1970-01-01 00:00:25,102173.032
1970-01-01 00:00:26,102173.032
1970-01-01 00:00:27,102173.032
1970-01-01 00:00:28,105696.24
1970-01-01 00:00:29,102173.032
1970-01-01 00:00:30,98649.824
1970-01-01 00:00:31,102173.032
1970-01-01 00:00:32,102173.032
1970-01-01 00:00:33,102173.032
1970-01-01 00:00:34,102173.032
1970-01-01 00:00:35,102173.032
1970-01-01 00:00:36,102173.032
1970-01-01 00:00:37,102173.032
1970-01-01 00:00:38,102173.032
1970-01-01 00:00:39,105696.24
1970-01-01 00:00:40,102173.032
1970-01-01 00:00:41,102173.032
1970-01-01 00:00:42,102173.032
1970-01-01 00:00:43,102173.032
1970-01-01 00:00:44,98649.824
1970-01-01 00:00:45,105696.24
1970-01-01 00:00:46,102173.032
1970-01-01 00:00:47,102173.032
1970-01-01 00:00:48,102173.032
1970-01-01 00:00:49,102173.032
1970-01-01 00:00:50,102173.032
1970-01-01 00:00:51,102173.032
1970-01-01 00:00:52,102173.032
1970-01-01 00:00:53,102173.032
1970-01-01 00:00:54,102173.032
1970-01-01 00:00:55,102173.032
1970-01-01 00:00:56,102173.032
1970-01-01 00:00:57,102173.032
1970-01-01 00:00:58,102173.032
1970-01-01 00:00:59,102173.032
1970-01-01 00:01:00,102173.032
1970-01-01 00:01:01,102173.032
1970-01-01 00:01:02,102173.032
1970-01-01 00:01:03,102173.032
1970-01-01 00:01:04,102173.032
1970-01-01 00:01:05,102173.032
1970-01-01 00:01:06,102173.032
1970-01-01 00:01:07,102173.032
1970-01-01 00:01:08,102173.032
1970-01-01 00:01:09,102173.032
1970-01-01 00:01:10,102173.032
1970-01-01 00:01:11,102173.032
1970-01-01 00:01:12,102173.032
1970-01-01 00:01:13,98649.824
1970-01-01 00:01:14,102173.032
1970-01-01 00:01:15,102173.032
1970-01-01 00:01:16,102173.032
1970-01-01 00:01:17,102173.032
1970-01-01 00:01:18,102173.032
1970-01-01 00:01:19,105696.24
1970-01-01 00:01:20,102173.032
1970-01-01 00:01:21,102173.032
1970-01-01 00:01:22,102173.032
1970-01-01 00:01:23,102173.032
1970-01-01 00:01:24,102173.032
1970-01-01 00:01:25,102173.032
1970-01-01 00:01:26,102173.032
1970-01-01 00:01:27,102173.032
1970-01-01 00:01:28,102173.032
1970-01-01 00:01:29,102173.032
1970-01-01 00:01:30,102173.032
1970-01-01 00:01:31,102173.032
1970-01-01 00:01:32,102173.032
1970-01-01 00:01:33,102173.032
1970-01-01 00:01:34,102173.032
1970-01-01 00:01:35,102173.032
1970-01-01 00:01:36,102173.032
1970-01-01 00:01:37,102173.032
1970-01-01 00:01:38,102173.032
1970-01-01 00:01:39,102173.032
1970-01-01 00:01:40,102173.032
1970-01-01 00:01:41,102173.032
1970-01-01 00:01:42,102173.032
1970-01-01 00:01:43,102173.032
1970-01-01 00:01:44,105696.24
1970-01-01 00:01:45,102173.032
1970-01-01 00:01:46,102173.032
1970-01-01 00:01:47,102173.032
1970-01-01 00:01:48,102173.032
1970-01-01 00:01:49,102173.032
1970-01-01 00:01:50,98649.824
1970-01-01 00:01:51,102173.032
1970-01-01 00:01:52,102173.032
1970-01-01 00:01:53,102173.032
1970-01-01 00:01:54,105696.24
1970-01-01 00:01:55,102173.032
1970-01-01 00:01:56,102173.032
1970-01-01 00:01:57,102173.032
1970-01-01 00:01:58,102173.032
1970-01-01 00:01:59,102173.032
1970-01-01 00:02:00,102173.032
1970-01-01 00:02:01,102173.032
1970-01-01 00:02:02,102173.032
1970-01-01 00:02:03,102173.032
1970-01-01 00:02:04,102173.032
1970-01-01 00:02:05,102173.032
1970-01-01 00:02:06,102173.032
1970-01-01 00:02:07,102173.032
1970-01-01 00:02:08,102173.032
1970-01-01 00:02:09,102173.032
1970-01-01 00:02:10,102173.032
1970-01-01 00:02:11,102173.032
1970-01-01 00:02:12,102173.032
1970-01-01 00:02:13,102173.032
1970-01-01 00:02:14,102173.032
1970-01-01 00:02:15,98649.824
1970-01-01 00:02:16,102173.032
1970-01-01 00:02:17,102173.032
1970-01-01 00:02:18,102173.032
1970-01-01 00:02:19,102173.032
1970-01-01 00:02:20,102173.032
1970-01-01 00:02:21,102173.032
1970-01-01 00:02:22,102173.032
1970-01-01 00:02:23,102173.032
1970-01-01 00:02:24,102173.032
1970-01-01 00:02:25,102173.032
1970-01-01 00:02:26,102173.032
1970-01-01 00:02:27,102173.032
